ID,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Is_Term,Is_Years_in_current_job,Is_Home_Ownership,Is_Purpose,Is_Purpose_business loan,Is_Purpose_other,Is_Purpose_renewable energy,Is_Purpose_small business
1308,Home Mortgage,-0.5181398031703598,8 years,-0.11095342154390785,-0.6430106530877954,-0.43374474021061293,0.28632909971093445,-0.3409788778582933,-0.6190923517100188,0.0,debt consolidation,Short Term,-0.2587858809229329,-0.14758469010389372,14331.0,-0.4088056065224762,0,0,0.6420343642080498,1,other,0,1,0,0
1309,Own Home,0.5859642783577637,3 years,-0.11095342154390785,1.2488463167188895,2.5795873187245446,0.10087406529945263,-0.3409788778582933,1.61600985957728,0.0,debt consolidation,Long Term,1.747005665347207,0.97097272726462,28368.0,-0.5251616197060368,0,1,-0.6629135305237588,0,other,0,1,0,0
1310,Rent,0.7323923076109995,1 year,-0.11095342154390785,0.7758820742672183,0.49213941197616734,-0.8230950862610772,-0.3409788778582933,1.7891127561412585,0.0,debt consolidation,Short Term,0.723845380333064,-0.46850628219484,26142.0,-0.5542506230019268,0,0,-1.1848926884164823,0,other,0,1,0,0
1311,Rent,0.35346143665051843,7 years,-0.11095342154390785,0.5393999530413827,-1.3596288923973932,-0.06239248539258899,-0.3409788778582933,-0.6181319701043899,0.0,debt consolidation,Short Term,0.25804384265587615,0.3688369815713724,22269.0,2.148644722070876,0,0,0.3810447852616881,0,other,0,1,0,0
1312,Rent,-1.7251185691294026,< 1 year,-0.11095342154390785,-0.879492774313631,-2.1003362141468176,-0.9505676073426752,-0.3409788778582933,-0.6145631795107303,0.0,major purchase,Short Term,-1.1810187362997986,-1.1808779761001897,5120.0,-0.42335010817042124,0,0,-1.445882267362844,0,other,0,1,0,0
1313,Rent,-0.9289879197499433,6 years,-0.11095342154390785,0.30291783181554705,-1.191286319272524,-0.6675213909560049,-0.3409788778582933,-0.6167343595795186,0.0,debt consolidation,Short Term,-0.5011697639556335,-0.32407469290469804,12723.0,-0.583339626297817,1,0,0.12005520631532639,0,other,0,1,0,0
1314,Rent,0.2202003798807185,10+ years,-0.11095342154390785,-0.879492774313631,1.8388799969751204,-0.5547988074758686,-0.3409788778582933,1.544698999509369,0.0,medical bills,Short Term,-1.231595345335034,-0.13082432654919657,11932.0,-0.6221249640256705,0,0,1.1640135221007732,0,other,0,1,0,0
1315,Rent,-0.4258664162049778,10+ years,-0.11095342154390785,0.06643571058971146,0.07128297916399448,1.8381242590923021,-0.3409788778582933,1.561501529692416,0.0,debt consolidation,Short Term,0.019498362987456837,1.2408258290613883,18143.0,-0.5009207836261284,1,0,1.1640135221007732,0,other,0,1,0,0
1316,Home Mortgage,0.3505342844052377,10+ years,-0.11095342154390785,-0.4065285318619598,1.4348578214754348,-0.19062793428115904,-0.3409788778582933,1.5771539371041055,0.0,debt consolidation,Short Term,-0.02746563111669008,0.3190058335530446,17155.0,1.805178567962161,0,0,1.1640135221007732,1,other,0,1,0,0
1317,Home Mortgage,1.319099492256087,10+ years,-0.11095342154390785,0.7758820742672183,-0.2317336524607701,0.5857782639475061,-0.3409788778582933,1.6941449511239268,0.0,debt consolidation,Long Term,2.5039613876267865,2.0981915405640845,37516.0,-0.7045438066973593,0,1,1.1640135221007732,1,other,0,1,0,0
1318,Rent,0.44516220840934373,4 years,-0.11095342154390785,-0.4065285318619598,-0.8377669157102989,-0.46458259430141113,-0.3409788778582933,-0.617979208491558,0.0,other,Long Term,0.8838164852503145,-1.1928014562129272,17917.0,-0.4524391114663114,0,1,-0.4019239515773971,0,other,0,1,0,0
1319,Rent,-0.814095880069281,5 years,-0.11095342154390785,-1.3524570167653023,-0.2990706817107175,-0.20855673774500474,-0.3409788778582933,-0.6167550231494294,0.0,debt consolidation,Short Term,0.10665269819996025,0.4771606735389789,16884.0,-0.4330464426023846,0,0,-0.14093437263103534,0,other,0,1,0,0
1320,Own Home,-0.8631603687003966,Unknown,-0.11095342154390785,-0.17004641063612416,-0.43374474021061293,2.6924126709493748,-0.3409788778582933,-0.618544029687957,0.0,debt consolidation,Short Term,0.7713738455201935,2.468944280673359,16739.0,-0.442742777034348,0,0,-1.7068718463092056,0,other,0,1,0,0
1321,Rent,-0.7745228057755419,3 years,-0.11095342154390785,-1.1159748955394666,-0.5347502840855344,0.6943047444892955,-0.3409788778582933,-0.6147017698166733,0.0,debt consolidation,Short Term,-0.27323634064728586,-0.6741300713088427,2336.0,-0.39426110487453114,0,0,-0.6629135305237588,0,other,0,1,0,0
1322,Home Mortgage,-0.30198049600301113,9 years,-0.11095342154390785,-0.17004641063612416,0.5089736692886545,0.16610439279557204,-0.3409788778582933,-0.6181820680354401,0.0,debt consolidation,Long Term,0.6289013441754017,1.2509495385910712,20507.0,-0.7336328099932494,1,1,0.9030239431544116,1,other,0,1,0,0
1323,Home Mortgage,0.6803537208980281,5 years,-0.11095342154390785,1.7218105591705608,-0.3664077109606652,0.21938218464912768,-0.3409788778582933,1.8358948145032314,0.0,debt consolidation,Short Term,-1.010774257672266,0.8384646180872156,26391.0,2.2267912549690525,1,0,-0.14093437263103534,1,other,0,1,0,0
1324,Home Mortgage,0.5162099752041557,10+ years,-0.11095342154390785,-0.17004641063612416,0.18912278035140276,0.7477096909773464,-0.3409788778582933,-0.6117528315412352,0.0,debt consolidation,Short Term,0.7316350812782231,0.8402643886702703,20542.0,1.903014047138971,1,0,1.1640135221007732,1,other,0,1,0,0
1325,Home Mortgage,1.462471197539452,8 years,-0.11095342154390785,0.30291783181554705,-1.2586233485224718,-0.5274605610593663,-0.3409788778582933,-0.5964192502669831,0.0,debt consolidation,Short Term,-0.4887514001300177,-0.41518807867184365,37063.0,2.0732595315594016,0,0,0.6420343642080498,1,other,0,1,0,0
1326,Rent,-0.9013461365943358,< 1 year,-0.11095342154390785,-0.17004641063612416,-1.1407835473350632,-0.8789795481217878,-0.3409788778582933,1.8101843996024471,0.0,debt consolidation,Short Term,-0.28633206977248066,-0.48976607220717394,5982.0,2.1209669334617005,1,0,-1.445882267362844,0,other,0,1,0,0
1327,Rent,-0.5357448458929129,5 years,-0.11095342154390785,0.7758820742672183,0.4079681254137328,-0.3496348047176061,-0.3409788778582933,-0.6168942927729452,0.0,debt consolidation,Short Term,-0.4980087258909313,-0.17131916466792796,6876.0,-0.4960726164101466,1,0,-0.14093437263103534,0,other,0,1,0,0
1328,Rent,0.9971951132574027,8 years,-0.11095342154390785,-0.6430106530877954,0.05444872185150733,1.0290393197983294,-0.3409788778582933,-0.6171425221377751,0.0,debt consolidation,Long Term,-1.314229343864437,2.2753564573335345,20686.0,-0.6366694656736156,0,1,0.6420343642080498,0,other,0,1,0,0
1329,Own Home,-0.7873821413294069,< 1 year,-0.11095342154390785,0.06643571058971146,-1.2922918631474454,0.9503941783629495,-0.3409788778582933,-0.6148763128532735,0.0,debt consolidation,Short Term,-1.3138075929688429,0.7309283257496956,6459.0,-0.4088056065224762,0,0,-1.445882267362844,0,other,0,1,0,0
1330,Own Home,-0.580097573488229,10+ years,-0.11095342154390785,-1.3524570167653023,-0.2317336524607701,-0.3788803706515388,-0.3409788778582933,-0.6161386456773605,0.0,home improvements,Short Term,-0.6254662964283877,-1.296625721722897,8145.0,1.8822443414585608,0,0,1.1640135221007732,0,other,0,1,0,0
1331,Home Mortgage,0.2529993399094752,7 years,-0.11095342154390785,-1.3524570167653023,1.4685263361004084,-1.1949588148427561,-0.3409788778582933,1.5812437666803587,0.0,home improvements,Short Term,-0.5065886863522658,-0.9876276097446882,10293.0,-0.442742777034348,0,0,0.3810447852616881,1,other,0,1,0,0
1332,Home Mortgage,0.6050029478364759,6 years,-0.11095342154390785,-0.4065285318619598,-0.16439662321082207,-0.14421649269035283,-0.3409788778582933,1.6874706485638937,0.0,debt consolidation,Long Term,0.26684959155040366,-0.4018022849603741,23497.0,1.9270851615814477,0,1,0.12005520631532639,1,other,0,1,0,0
1333,Rent,-0.12095473061675775,10+ years,-0.11095342154390785,-0.17004641063612416,0.3574653534762719,-1.4154471372755912,-0.3409788778582933,-0.6189031261330258,0.0,other,Short Term,-0.04925421491981593,2.075131979968696,27173.0,-0.5687951246498719,0,0,1.1640135221007732,0,other,0,1,0,0
1334,Home Mortgage,1.2334854040596708,7 years,-0.11095342154390785,1.4853284379447251,1.165509704475644,-1.4160792633696981,-0.3409788778582933,0.7760047905442017,0.0,debt consolidation,Short Term,-1.3140123506424526,-1.2987005844584418,43114.0,-0.4572872786822931,0,0,0.3810447852616881,1,other,0,1,0,0
1335,Own Home,-0.9083594022989516,6 years,-0.11095342154390785,-0.17004641063612416,0.20595703766388992,0.06050246884717598,-0.3409788778582933,-0.6175422310698568,0.0,debt consolidation,Short Term,-1.3138910950625062,0.21180699819984736,15038.0,-0.4088056065224762,0,0,0.12005520631532639,0,other,0,1,0,0
1336,Home Mortgage,-0.5223497046909703,10+ years,-0.11095342154390785,0.5393999530413827,1.6368689092252775,-1.414756098367207,-0.3409788778582933,1.5383418414632446,0.0,home improvements,Short Term,-0.5788409849740304,-1.2982849384278166,0.0,1.4876992923725987,0,0,1.1640135221007732,1,other,0,1,0,0
1337,Rent,-1.411595721339934,2 years,-0.11095342154390785,-1.8254212592169734,-0.3495734536481784,-0.005236477186924884,-0.3409788778582933,-0.6143529025940079,0.0,debt consolidation,Short Term,-0.5169749542791444,-0.498202496815243,2433.0,-0.4088056065224762,0,0,-0.9239031094701204,0,other,0,1,0,0
1338,Rent,-0.29254072948600623,2 years,-0.11095342154390785,-0.6430106530877954,0.003945949914047066,-1.4184330849683504,-0.3409788778582933,-0.600252645585546,0.0,debt consolidation,Short Term,-1.299557663726131,-1.3058495459610524,12677.0,1.962176711635166,0,0,-0.9239031094701204,0,other,0,1,0,0
1339,Own Home,-0.583584635899851,2 years,-0.11095342154390785,-0.17004641063612416,1.2665152483505655,-0.0849624330155153,1.6647792271904904,-0.6046106565940462,1.0,debt consolidation,Long Term,-0.27504264811282997,-0.47064350976221747,12052.0,-0.8112034854489565,0,1,-0.9239031094701204,0,other,0,1,0,0
1340,Rent,0.5157256731405032,10+ years,-0.11095342154390785,1.9582926803963965,0.6604819851010365,0.2771103887100209,-0.3409788778582933,-0.6196875136960047,0.0,debt consolidation,Short Term,-0.28949310783718285,1.4571357560122784,22458.0,2.1751434199518767,1,0,1.1640135221007732,0,other,0,1,0,0
1341,Rent,-0.11395098535974203,2 years,-0.11095342154390785,1.4853284379447251,-0.19806513783579638,0.038250407810488066,-0.3409788778582933,1.8389597900053882,0.0,debt consolidation,Short Term,-0.2899446847035689,-0.37806781039633985,14848.0,-0.4185019409544396,0,0,-0.9239031094701204,0,other,0,1,0,0
1342,Home Mortgage,-1.1180890416893678,10+ years,-0.11095342154390785,0.06643571058971146,0.7109847570384973,0.2579736162184693,-0.3409788778582933,-0.6194196221783612,0.0,debt consolidation,Short Term,0.18782363993284878,-0.6415092294909758,9320.0,-0.5736432918658536,0,0,1.1640135221007732,1,other,0,1,0,0
1343,Rent,2.5620537803003476,8 years,-0.11095342154390785,0.06643571058971146,0.5426421839136282,2.90380725079791,-0.3409788778582933,-0.6221908718842414,0.0,debt consolidation,Short Term,0.9505369672588502,-1.2997752644316245,0.0,-0.4185019409544396,1,0,0.6420343642080498,0,other,0,1,0,0
1344,Home Mortgage,-1.2045068383579007,3 years,-0.11095342154390785,1.012364195493054,-1.1744520619600372,-0.5479324572131192,-0.3409788778582933,-0.6177372108486371,0.0,debt consolidation,Short Term,-0.9107499817677609,-0.8761543192567359,14456.0,-0.6124286295937071,0,0,-0.6629135305237588,1,other,0,1,0,0
1345,Home Mortgage,1.2770004770499817,2 years,-0.11095342154390785,-0.6430106530877954,-0.012888307398440086,-0.5898299092793402,-0.3409788778582933,1.675184750932011,0.0,debt consolidation,Long Term,1.6248541229897866,-0.14331023496913875,16454.0,-0.5687951246498719,1,1,-0.9239031094701204,1,other,0,1,0,0
1346,Rent,1.347037929620139,10+ years,-0.11095342154390785,-0.17004641063612416,-1.208120576585011,1.0816177611621605,1.6647792271904904,1.4401784278579743,1.0,debt consolidation,Short Term,-0.28588049290609463,1.9939173324083515,8317.0,-0.5445542885699635,0,0,1.1640135221007732,0,other,0,1,0,0
1347,Rent,-0.2169787571186837,2 years,-0.11095342154390785,1.012364195493054,0.576310698538602,0.14569607395906686,1.6647792271904904,-0.6063653154756031,1.0,debt consolidation,Short Term,-0.3475207351677874,-0.17120667900648703,21487.0,-0.5300097869220185,0,0,-0.9239031094701204,0,other,0,1,0,0
1348,Rent,-1.02749961533223,6 years,3.5711291518158657,-0.4065285318619598,0.4753051546636802,-0.3997973080260254,3.6705373322392743,-0.598710229785799,1.0,buy a car,Short Term,-0.5593102855028346,-0.714737395089015,12158.0,-0.4475909442503297,0,0,0.12005520631532639,0,other,0,1,0,0
1349,Rent,2.0770348532940073,7 years,-0.11095342154390785,-0.6430106530877954,-0.820932658397812,-0.3657198659812691,1.6647792271904904,1.516566564922516,1.0,debt consolidation,Short Term,-0.29434755915083266,-0.5030393802572026,19963.0,-0.442742777034348,0,0,0.3810447852616881,0,other,0,1,0,0
1350,Rent,-0.3465289084574718,3 years,-0.11095342154390785,0.30291783181554705,-1.7468168105845923,-0.42052351344876904,-0.3409788778582933,-0.6163377477947631,0.0,debt consolidation,Short Term,-0.28644496398907715,-0.4795298770160502,12065.0,-0.5009207836261284,0,0,-0.6629135305237588,0,other,0,1,0,0
1351,Home Mortgage,-0.13523012395482806,10+ years,-0.11095342154390785,-0.4065285318619598,-0.2654021670857438,-0.1496205646564056,-0.3409788778582933,-0.6190830238352071,0.0,debt consolidation,Long Term,1.0656890681872873,-0.1003407122987071,25073.0,-0.8208998198809199,0,1,1.1640135221007732,1,other,0,1,0,0
1352,Home Mortgage,-0.5223497046909703,5 years,-0.11095342154390785,-0.4065285318619598,-1.3596288923973932,-0.6879297097925101,-0.3409788778582933,1.8041093360840816,0.0,debt consolidation,Short Term,-0.2840741854405505,-0.8173243183231346,37156.0,-0.646365800105579,1,0,-0.14093437263103534,1,other,0,1,0,0
1353,Own Home,-0.6396145979559767,4 years,-0.11095342154390785,0.5393999530413827,0.003945949914047066,-1.0466329337039193,-0.3409788778582933,-0.6270864128154873,0.0,debt consolidation,Long Term,-0.14803665444175956,-1.1190108623076833,9872.0,-0.5203134524900551,0,1,-0.4019239515773971,0,other,0,1,0,0
1354,Home Mortgage,0.6481177335347775,4 years,-0.11095342154390785,0.5393999530413827,-1.1071150327100896,0.2218617000217872,-0.3409788778582933,1.7959762844108396,0.0,debt consolidation,Short Term,0.8899127729465258,-0.19145409806585273,9962.0,-0.442742777034348,0,0,-0.4019239515773971,1,other,0,1,0,0
1355,Rent,0.7836610840401596,< 1 year,-0.11095342154390785,-0.6430106530877954,-0.9051039449602466,0.24494026618269496,-0.3409788778582933,-0.6175466332035751,0.0,debt consolidation,Short Term,1.351763013042836,1.389869330470608,23888.0,1.8834588860434327,1,0,-1.445882267362844,0,other,0,1,0,0
1356,Rent,0.8145619309269162,8 years,-0.11095342154390785,1.2488463167188895,-1.1071150327100896,0.2268843080843539,-0.3409788778582933,-0.6405032964304579,0.0,debt consolidation,Short Term,-0.2581085156233539,0.4524138280219764,31031.0,-0.442742777034348,1,0,0.6420343642080498,0,other,0,1,0,0
1357,Home Mortgage,0.7256947370100282,1 year,-0.11095342154390785,-0.17004641063612416,1.2328467337255913,1.5223357243230768,-0.3409788778582933,1.4559388738874939,0.0,debt consolidation,Long Term,2.5513769585973196,2.63283588939278,23968.0,-0.6560621345375424,0,1,-1.1848926884164823,1,other,0,1,0,0
1358,Own Home,-0.2496246298194182,10+ years,-0.11095342154390785,-0.17004641063612416,-0.43374474021061293,1.8638094952603648,-0.3409788778582933,1.5282288544305906,0.0,debt consolidation,Short Term,1.350859859310064,-1.2987404406134835,33975.0,-0.46213544589827477,1,0,1.1640135221007732,0,other,0,1,0,0
1359,Home Mortgage,0.08311067763683698,8 years,-0.11095342154390785,-0.6430106530877954,0.44163664003870645,0.24157066836856791,1.6647792271904904,-0.6043732993807431,1.0,debt consolidation,Short Term,-1.3015897596248682,-0.8241859436710307,14077.0,-0.5154652852740734,0,0,0.6420343642080498,1,other,0,1,0,0
1360,Home Mortgage,-1.5220099566759469,10+ years,-0.11095342154390785,-0.6430106530877954,-1.2754576058349587,-0.3732219894164953,-0.3409788778582933,1.7525274174910603,0.0,debt consolidation,Short Term,-1.0984930639677521,-0.6215992674159329,4929.0,-0.5106171180580917,0,0,1.1640135221007732,1,other,0,1,0,0
1361,Home Mortgage,-0.4246034457487946,5 years,-0.11095342154390785,0.06643571058971146,0.22279129497637648,-0.41887050320032937,1.6647792271904904,-0.603088938076628,1.0,debt consolidation,Long Term,-0.3034919906951497,-0.20585226273029056,7491.0,-0.8402924887448466,0,1,-0.14093437263103534,1,other,0,1,0,0
1362,Own Home,-1.7889559849146608,Unknown,-0.11095342154390785,-0.6430106530877954,0.23962555228886362,-0.6963219156692038,-0.3409788778582933,1.67127245892149,0.0,debt consolidation,Short Term,-0.6121447788699999,-0.2876293385978398,4003.0,-0.5784914590818353,0,0,-1.7068718463092056,0,other,0,1,0,0
1363,Rent,-1.0258539265559914,10+ years,-0.11095342154390785,-0.17004641063612416,1.1318411898506702,0.6984372701103947,-0.3409788778582933,-0.6163272405141917,0.0,debt consolidation,Short Term,-0.8434650286762427,0.7204671592356899,6500.0,-0.029447174132247282,1,0,1.1640135221007732,0,other,0,1,0,0
1364,Rent,2.6181602860204842,1 year,-0.11095342154390785,0.30291783181554705,0.2564598096013508,1.3009595056666556,-0.3409788778582933,-0.5945025526077016,0.0,debt consolidation,Short Term,-1.3142609312194449,-1.3003297745440585,36243.0,-0.7045438066973593,0,0,-1.1848926884164823,0,other,0,1,0,0
1365,Home Mortgage,1.018703882844522,10+ years,-0.11095342154390785,-0.6430106530877954,-0.3327391963356915,-1.4145473083884401,-0.3409788778582933,-0.6021693432448276,0.0,other,Short Term,0.28547713728882734,-1.2975762782752733,0.0,-0.5009207836261284,0,0,1.1640135221007732,1,other,0,1,0,0
1366,Home Mortgage,2.5912169162885768,8 years,-0.11095342154390785,0.5393999530413827,0.08811723647648163,1.1570204594179088,-0.3409788778582933,-0.6232530174969243,0.0,debt consolidation,Long Term,1.263366841447771,2.407864566510939,21169.0,-0.4960726164101466,0,1,0.6420343642080498,1,other,0,1,0,0
1367,Home Mortgage,-0.6382750838357825,10+ years,-0.11095342154390785,-0.17004641063612416,-0.9219382022727335,0.1640699186436463,-0.3409788778582933,-0.6170320877982087,0.0,buy house,Short Term,-0.41040281381204186,-0.751520206380196,13527.0,-0.4039574393064945,1,0,1.1640135221007732,1,other,0,1,0,0
1368,Have Mortgage,-0.2358084984654145,6 years,-0.11095342154390785,-0.17004641063612416,-0.4169104828981261,-0.9159815467599374,-0.3409788778582933,1.7727679874560458,0.0,take a trip,Short Term,-0.8848972061671608,-0.5483711018178935,18807.0,-0.7287846427772677,0,0,0.12005520631532639,0,other,0,1,0,0
1369,Home Mortgage,1.555925588706433,10+ years,-0.11095342154390785,-0.4065285318619598,1.923051283537555,-0.9604856688333132,-0.3409788778582933,1.6151179631069081,0.0,debt consolidation,Long Term,0.23919050848425946,-0.8659181240656122,2268.0,-0.6124286295937071,0,1,1.1640135221007732,1,other,0,1,0,0
1370,Rent,0.9748060915341558,10+ years,-0.11095342154390785,-0.6430106530877954,1.7378744531001986,0.5681673470698988,-0.3409788778582933,-0.6309198081340504,0.0,debt consolidation,Long Term,1.187389033678322,1.3513992342578132,25120.0,-0.6075804623777254,0,1,1.1640135221007732,0,other,0,1,0,0
1371,Home Mortgage,0.19876815395761027,10+ years,-0.11095342154390785,0.5393999530413827,0.10495149378896819,-0.4001787719295115,1.6647792271904904,-0.6066164446914433,1.0,debt consolidation,Short Term,-0.5118947145323016,-0.6753674135846928,24558.0,-0.47183178033023815,0,0,1.1640135221007732,1,other,0,1,0,0
1372,Rent,0.8115767280304833,1 year,-0.11095342154390785,-0.17004641063612416,-0.8882696876477595,-0.3392717020062343,-0.3409788778582933,1.7394337023046795,0.0,debt consolidation,Long Term,2.4427727222314797,0.4411652618778843,13190.0,-0.6948474722653959,1,1,-1.1848926884164823,0,other,0,1,0,0
1373,Rent,-0.6902482316993199,10+ years,-0.11095342154390785,-1.1159748955394666,0.9803328740382876,-0.6733705041427914,1.6647792271904904,-0.6034567716174034,1.0,other,Long Term,0.19979042689207852,-0.624298923290515,9157.0,-0.786962649369048,0,1,1.1640135221007732,0,other,0,1,0,0
1374,Rent,0.3785692207196861,4 years,-0.11095342154390785,-0.4065285318619598,-0.2317336524607701,-1.41547454136999,-0.3409788778582933,1.720268089000257,0.0,debt consolidation,Long Term,0.8314335687495352,1.6792949373580968,20070.0,-0.5348579541380001,1,1,-0.4019239515773971,0,other,0,1,0,0
1375,Rent,0.3636354161650736,< 1 year,-0.11095342154390785,0.06643571058971146,-1.37646314970988,0.13215410538531105,-0.3409788778582933,-0.6179357220571322,0.0,debt consolidation,Short Term,0.753423665081349,0.13722900466451704,21986.0,2.0821065772232226,1,0,-1.445882267362844,0,other,0,1,0,0
1376,Home Mortgage,0.8125717956626276,8 years,-0.11095342154390785,-0.6430106530877954,0.5931449558510891,1.1593092428388252,-0.3409788778582933,-0.6161304313431225,0.0,business loan,Short Term,-1.187792389295589,-0.6947149473525311,4652.0,-0.38941293765854945,0,0,0.6420343642080498,1,business loan,1,0,0,0
1377,Home Mortgage,-0.3786389755101286,6 years,-0.11095342154390785,-1.1159748955394666,-0.2990706817107175,-0.2912072501669884,5.676295437288058,0.08975180661340934,3.0,debt consolidation,Long Term,-1.3160447722823048,-0.5839165708332245,3573.0,-0.5445542885699635,0,1,0.12005520631532639,1,other,0,1,0,0
1378,Home Mortgage,0.9718974323017339,10+ years,-0.11095342154390785,0.30291783181554705,0.795156043600932,-0.2849130957594681,-0.3409788778582933,-0.6270864128154873,0.0,other,Long Term,1.2392074790961185,-0.21091411749513198,20821.0,-0.6221249640256705,0,1,1.1640135221007732,1,other,0,1,0,0
1379,Rent,-0.45319250425694074,2 years,-0.11095342154390785,0.30291783181554705,-1.1071150327100896,-0.4875975831450712,-0.3409788778582933,-0.6155758939186485,0.0,debt consolidation,Short Term,-0.4957508415590012,-0.3737933552615849,5889.0,-0.5009207836261284,0,0,-0.9239031094701204,0,other,0,1,0,0
1380,Rent,-1.0025081090326056,3 years,-0.11095342154390785,-0.4065285318619598,-0.43374474021061293,1.5914442681713046,-0.3409788778582933,1.592866996883149,0.0,debt consolidation,Short Term,-0.4987989854071068,0.030817568941406234,16145.0,-0.4330464426023846,0,0,-0.6629135305237588,0,other,0,1,0,0
1381,Rent,-0.43617406073958553,2 years,-0.11095342154390785,-1.8254212592169734,-0.3832419682731521,-1.0391943875859406,-0.3409788778582933,-0.6155096612488401,0.0,debt consolidation,Short Term,-0.2910736268695339,-0.651070510713454,8549.0,1.7990647984483503,0,0,-0.9239031094701204,0,other,0,1,0,0
1382,Home Mortgage,2.407933112813996,6 years,-0.11095342154390785,0.06643571058971146,-0.2654021670857438,2.6453018788688443,-0.3409788778582933,-0.6196826928945497,0.0,debt consolidation,Short Term,1.7375225511531005,-1.2989019150679582,35757.0,-0.42335010817042124,0,0,0.12005520631532639,1,other,0,1,0,0
1383,Rent,-0.4190540301079898,< 1 year,-0.11095342154390785,-0.4065285318619598,-0.602087313335482,0.014536068477103519,-0.3409788778582933,-0.6160972781536239,0.0,debt consolidation,Short Term,-1.3137786401198488,-0.30945155691737836,9187.0,-0.4524391114663114,0,0,-1.445882267362844,0,other,0,1,0,0
1384,Home Mortgage,0.777897515865599,7 years,-0.11095342154390785,-0.6430106530877954,0.576310698538602,0.004109388448484039,-0.3409788778582933,-0.6172233537279735,0.0,debt consolidation,Short Term,0.3514073597811874,1.0651232258906704,15881.0,-0.4378946098183663,0,0,0.3810447852616881,1,other,0,1,0,0
1385,Own Home,-0.5763129878187964,3 years,-0.11095342154390785,0.06643571058971146,-1.2249548338974978,0.09731373553358257,-0.3409788778582933,1.7717691904798307,0.0,debt consolidation,Short Term,-0.7691806341557411,-0.08031826456222324,15633.0,-0.4524391114663114,0,0,-0.6629135305237588,0,other,0,1,0,0
1386,Home Mortgage,1.93669629373528,7 years,-0.11095342154390785,-0.4065285318619598,-0.012888307398440086,1.9675040996913304,-0.3409788778582933,-0.6195353769044583,0.0,debt consolidation,Long Term,1.7634882209702971,-1.29870075872763,35568.0,1.74102054154504,1,1,0.3810447852616881,1,other,0,1,0,0
1387,Home Mortgage,-0.16990440375185673,4 years,-0.11095342154390785,0.5393999530413827,-1.780485325209566,1.8060177138822238,-0.3409788778582933,-0.6162245827513797,0.0,debt consolidation,Short Term,0.2186437610636952,2.4879543574568745,19265.0,-0.4039574393064945,0,0,-0.4019239515773971,1,other,0,1,0,0
1388,Rent,-1.5153123860749755,< 1 year,-0.11095342154390785,-1.1159748955394666,2.478581774849623,-0.9973605128369675,-0.3409788778582933,-0.6169420708282213,0.0,debt consolidation,Short Term,-0.7904047468758845,-0.7605190592954697,3737.0,-0.5009207836261284,0,0,-1.445882267362844,0,other,0,1,0,0
1389,Own Home,-0.3215997404436658,2 years,-0.11095342154390785,-1.1159748955394666,-1.3427946350849063,-1.027814047798606,-0.3409788778582933,-0.6159687494324966,0.0,other,Short Term,0.15305222122112463,-0.6492707401303992,12391.0,1.9671697873361609,0,0,-0.9239031094701204,0,other,0,1,0,0
1390,Home Mortgage,-1.0480898609512161,3 years,-0.11095342154390785,-0.4065285318619598,0.10495149378896819,0.10081048798220495,-0.3409788778582933,-0.6347532034526133,0.0,debt consolidation,Short Term,-0.5713899666786608,-0.2601828372062552,12989.0,-0.48152811476220153,0,0,-0.6629135305237588,1,other,0,1,0,0
1391,Own Home,-0.16852661779965689,2 years,-0.11095342154390785,-0.17004641063612416,-0.21489939514828293,1.576885062521586,-0.3409788778582933,-0.6290031104747688,0.0,debt consolidation,Short Term,1.59177611752701,-1.2982958607161788,28056.0,-0.5106171180580917,0,0,-0.9239031094701204,0,other,0,1,0,0
1392,Home Mortgage,0.22115717568085727,5 years,3.5711291518158657,2.904221165299739,0.10495149378896819,3.061860461475642,1.6647792271904904,-0.5945025526077016,0.0,debt consolidation,Short Term,1.3483761865449408,0.4777231018461835,25545.0,-0.39910927209051283,1,0,-0.14093437263103534,1,other,0,1,0,0
1393,Rent,1.6507391227923245,6 years,10.935294298535414,1.012364195493054,0.20595703766388992,0.7059393935456209,5.676295437288058,2.6303614519520457,0.0,debt consolidation,Long Term,0.2665109089006142,-0.46389437007576223,25052.0,3.1365640746375076,0,1,0.12005520631532639,0,other,0,1,0,0
1394,Home Mortgage,-0.5223497046909703,Unknown,-0.11095342154390785,-0.4065285318619598,-0.43374474021061293,0.030112511202785058,-0.3409788778582933,1.6683993446552055,0.0,debt consolidation,Short Term,2.5181860589179466,0.6828969483144225,36360.0,-0.5154652852740734,0,0,-1.7068718463092056,1,other,0,1,0,0
1395,Rent,-0.6278268736982673,10+ years,-0.11095342154390785,-0.879492774313631,-0.4842475121480738,0.16038243424328089,-0.3409788778582933,-0.6158781004730934,0.0,debt consolidation,Long Term,-0.2213050010128926,0.4093318196901038,11082.0,-0.6657584689695057,0,1,1.1640135221007732,0,other,0,1,0,0
1396,Rent,-0.7579893743491442,10+ years,-0.11095342154390785,-0.17004641063612416,0.5594764412261147,-0.37557435015465945,-0.3409788778582933,-0.618515887243894,0.0,debt consolidation,Short Term,0.12832838778648958,-0.6083259593659042,16837.0,-0.4088056065224762,0,0,1.1640135221007732,0,other,0,1,0,0
